-0.430782916	-0.356674944	-0.430782916	-1.272965676	-0.314710745	-0.494296322	-0.562118918	-0.385662481	-0.820980552	-0.94160854	-0.527632742	-1.427116356	-0.634878272	-0.634878272	-0.84397007	-0.733969175	-0.616186139	-0.713349888	-0.653926467	-0.579818495	-0.693147181	-1.46967597	-0.867500568
-0.733969175	-0.562118918	-0.713349888	-1.609437912	-0.733969175	-0.776528789	-0.776528789	-0.673344553	-1.139434283	-1.108662625	-0.653926467	-1.660731207	-0.891598119	-0.867500568	-1.139434283	-0.820980552	-0.891598119	-0.891598119	-0.693147181	-0.94160854	-0.867500568	-1.46967597	-0.820980552
-1.078809661	-0.776528789	-0.693147181	-2.120263536	-0.916290732	-0.94160854	-0.916290732	-0.776528789	-1.46967597	-1.171182982	-0.820980552	-2.040220829	-0.891598119	-1.021651248	-1.108662625	-0.755022584	-0.967584026	-1.049822124	-0.94160854	-0.916290732	-0.967584026	-1.46967597	-0.994252273
-1.171182982	-0.634878272	-0.693147181	-2.120263536	-0.820980552	-1.078809661	-0.916290732	-0.798507696	-1.272965676	-1.237874356	-0.867500568	-1.832581464	-0.916290732	-0.891598119	-1.347073648	-0.867500568	-0.94160854	-1.049822124	0.518793793	-0.967584026	-1.021651248	-1.514127733	-0.967584026
-1.272965676	-0.693147181	-0.916290732	-2.207274913	-1.139434283	-1.139434283	-1.021651248	-0.891598119	-1.46967597	-1.514127733	-0.967584026	-2.120263536	-1.237874356	-1.108662625	-1.427116356	-1.078809661	-1.049822124	-1.237874356	0.698134722	-1.171182982	-1.237874356	-1.560647748	-1.139434283
-1.347073648	-0.820980552	-1.021651248	-2.040220829	-1.078809661	-1.108662625	-1.078809661	-0.867500568	-1.514127733	-1.660731207	-0.967584026	-1.966112856	-1.272965676	-1.108662625	-1.560647748	-0.994252273	-1.139434283	-1.171182982	-0.616186139	-1.203972804	-1.237874356	-1.560647748	-1.139434283
-1.049822124	-0.891598119	-0.94160854	-1.771956842	-0.733969175	-1.049822124	-1.021651248	-0.597837001	-1.171182982	-1.660731207	-0.867500568	-1.609437912	-1.049822124	-0.916290732	-1.386294361	-0.916290732	-0.84397007	-0.994252273	-0.733969175	-1.108662625	-0.994252273	-1.560647748	-1.021651248
-0.673344553	-0.755022584	-0.478035801	-1.108662625	-0.287682072	-0.430782916	-0.634878272	-0.287682072	-0.616186139	-1.108662625	-0.46203546	-0.994252273	-0.673344553	-0.527632742	-0.967584026	-0.494296322	-0.579818495	-0.415515444	-0.634878272	-0.597837001	-0.356674944	-1.514127733	-0.798507696
-0.274436846	-0.544727175	-0.127833372	-0.755022584	0.122217633	0.076961041	-0.415515444	-0.105360516	-0.210721031	-0.616186139	-0.020202707	-0.867500568	-0.579818495	-0.15082289	-0.446287103	-0.223143551	-0.210721031	-0.061875404	-0.274436846	-0.342490309	-0.314710745	-1.427116356	-0.713349888
-0.186329578	-0.46203546	-0.198450939	-0.314710745	0.223143551	0.067658648	-0.274436846	-0.105360516	-0.198450939	-0.342490309	0.019802627	-0.820980552	-0.776528789	-0.040821995	-0.446287103	-0.356674944	-0.415515444	-0.210721031	-0.210721031	-0.494296322	-0.510825624	-1.427116356	-0.967584026
-0.328504067	-0.446287103	-0.430782916	-0.634878272	0.182321557	-0.094310679	-0.400477567	-0.328504067	-0.356674944	-0.478035801	-0.186329578	-1.514127733	-0.867500568	-0.139262067	-0.776528789	-0.616186139	-0.527632742	-0.478035801	-0.261364764	-0.820980552	-0.713349888	-1.386294361	-1.021651248
-0.385662481	-0.46203546	-0.579818495	-0.84397007	0.131028262	-0.040821995	-0.544727175	-0.301105093	-0.562118918	-0.579818495	-0.210721031	-0.820980552	-0.94160854	-0.314710745	-0.733969175	-0.755022584	-0.527632742	-0.46203546	-0.415515444	-0.820980552	-0.798507696	-1.347073648	-0.261364764
-0.415515444	-0.634878272	-0.693147181	-0.867500568	0.076961041	0.000981312	-0.527632742	-0.478035801	-0.597837001	-0.597837001	-0.235722334	-2.040220829	-0.994252273	-0.301105093	-0.820980552	-0.776528789	-0.693147181	-0.544727175	-0.430782916	-0.994252273	-0.755022584	-0.544727175	-1.139434283
-0.342490309	-0.653926467	-0.673344553	-1.272965676	-0.020202707	-0.061875404	-0.544727175	-0.579818495	-0.820980552	-0.916290732	-0.371063681	-2.120263536	-1.078809661	-0.510825624	-0.994252273	-0.891598119	-0.798507696	-0.562118918	-0.415515444	-0.994252273	-0.776528789	-1.514127733	-1.049822124
-0.287682072	-0.673344553	-0.713349888	-1.30933332	-0.174353387	0.029558802	-0.510825624	-0.634878272	-0.776528789	-0.891598119	-0.446287103	-2.120263536	-1.021651248	-0.634878272	-1.078809661	-0.916290732	-0.776528789	-0.597837001	-0.616186139	-1.078809661	-0.733969175	-1.514127733	-1.139434283
-0.494296322	-0.733969175	-0.733969175	-1.386294361	-0.287682072	-0.116533816	-0.616186139	-0.616186139	-0.891598119	-1.108662625	-0.46203546	-2.120263536	-1.139434283	-0.673344553	-1.049822124	-0.916290732	-0.867500568	-0.755022584	-0.597837001	-1.078809661	-0.733969175	-1.560647748	-1.139434283
-0.385662481	-0.693147181	-0.755022584	-1.049822124	-0.235722334	-0.127833372	-0.562118918	-0.510825624	-0.755022584	-0.798507696	-0.385662481	-1.714798428	-0.84397007	-0.597837001	-0.916290732	-0.84397007	-0.798507696	-0.673344553	-0.733969175	-0.891598119	-0.798507696	-1.514127733	-1.078809661
-0.342490309	-0.733969175	-0.755022584	-0.755022584	-0.186329578	0.029558802	-0.562118918	-0.46203546	-0.776528789	-0.84397007	-0.314710745	-1.272965676	-0.733969175	-0.446287103	-0.967584026	-0.755022584	-0.653926467	-0.562118918	-0.562118918	-0.820980552	-0.597837001	-1.427116356	-1.021651248
-0.210721031	-0.693147181	-0.634878272	-1.078809661	-0.051293294	-0.020202707	-0.527632742	-0.415515444	-0.562118918	-0.653926467	-0.162518929	-1.049822124	-0.673344553	-0.446287103	-0.562118918	-0.579818495	-0.634878272	-0.544727175	-0.385662481	-0.693147181	-0.579818495	-1.386294361	-0.967584026
-0.274436846	-0.562118918	-0.544727175	-0.994252273	0.067658648	0.139761942	-0.430782916	-0.385662481	-0.430782916	-0.527632742	-0.210721031	-0.867500568	-0.446287103	-0.328504067	-0.46203546	-0.446287103	-0.301105093	-0.478035801	-0.261364764	-0.693147181	-0.446287103	-1.386294361	-0.891598119
-0.198450939	-0.562118918	-0.494296322	-0.84397007	0.09531018	0.254642218	-0.510825624	-0.415515444	-0.274436846	-0.446287103	-0.198450939	-0.673344553	-0.494296322	-0.223143551	-0.46203546	-0.562118918	-0.385662481	-0.430782916	-0.356674944	-0.653926467	-0.400477567	-1.427116356	-0.798507696
-0.328504067	-0.400477567	-0.579818495	-0.798507696	-0.162518929	-0.051293294	-0.527632742	-0.400477567	-0.415515444	-0.597837001	-0.328504067	-0.798507696	-0.527632742	-0.274436846	-0.634878272	-0.527632742	-0.430782916	-0.446287103	-0.235722334	-0.673344553	-0.415515444	-1.427116356	-0.755022584
-0.634878272	-0.385662481	-0.597837001	-1.139434283	-0.371063681	-0.356674944	-0.673344553	-0.478035801	-0.713349888	-0.798507696	-0.430782916	-1.171182982	-0.653926467	-0.510825624	-0.776528789	-0.616186139	-0.527632742	-0.693147181	-0.494296322	-0.673344553	-0.527632742	-1.46967597	-0.798507696
-0.634878272	-0.415515444	-0.494296322	-1.30933332	-0.430782916	-0.579818495	-0.673344553	-0.597837001	-0.891598119	-0.94160854	-0.478035801	-1.347073648	-0.653926467	-0.597837001	-0.94160854	-0.562118918	-0.527632742	-0.733969175	-0.693147181	-0.673344553	-0.673344553	-1.427116356	-0.94160854
-1.021651248	-1.108662625	-1.049822124	-2.120263536	-0.994252273	-0.967584026	-0.994252273	-1.139434283	-1.832581464	-1.897119985	-0.84397007	-2.659260037	-1.347073648	-1.272965676	-1.514127733	-1.272965676	-1.237874356	-1.171182982	-1.427116356	-1.427116356	-1.203972804	-1.660731207	-1.139434283
-1.272965676	-1.237874356	-1.203972804	-2.525728644	-1.139434283	-1.108662625	-1.171182982	-1.272965676	-1.897119985	-2.120263536	-0.967584026	-2.813410717	-1.46967597	-1.386294361	-1.560647748	-1.30933332	-1.347073648	-1.203972804	-1.514127733	-1.560647748	-1.237874356	-1.609437912	-1.203972804
-1.427116356	-1.30933332	-1.272965676	-2.659260037	-1.272965676	-1.272965676	-1.272965676	-1.427116356	-1.966112856	-2.120263536	-1.021651248	-3.218875825	-1.386294361	-1.386294361	-1.609437912	-1.347073648	-1.386294361	-1.386294361	-1.46967597	-1.560647748	-1.386294361	-1.609437912	-1.203972804
-1.427116356	-1.272965676	-1.30933332	-2.659260037	-1.272965676	-1.30933332	-1.30933332	-1.347073648	-1.966112856	-2.207274913	-1.078809661	-2.407945609	-1.347073648	-1.46967597	-1.832581464	-1.347073648	-1.427116356	-1.386294361	-1.560647748	-1.560647748	-1.386294361	-1.609437912	-1.171182982
-1.560647748	-1.30933332	-1.386294361	-2.813410717	-1.108662625	-1.30933332	-1.30933332	-1.30933332	-1.966112856	-2.207274913	-1.049822124	-2.659260037	-1.347073648	-1.46967597	-1.832581464	-1.30933332	-1.386294361	-1.386294361	-1.560647748	-1.609437912	-1.427116356	-1.660731207	-1.171182982
-1.427116356	-1.272965676	-1.30933332	-2.813410717	-1.203972804	-1.30933332	-1.30933332	-1.237874356	-1.609437912	-1.897119985	-1.021651248	-1.897119985	-1.386294361	-1.427116356	-1.660731207	-1.347073648	-1.386294361	-1.386294361	-1.386294361	-1.560647748	-1.30933332	-1.609437912	-1.171182982
-0.891598119	-1.108662625	-1.108662625	-2.207274913	-0.798507696	-1.108662625	-1.171182982	-0.84397007	-1.609437912	-1.714798428	-0.867500568	-1.609437912	-1.078809661	-0.994252273	-1.347073648	-1.049822124	-0.994252273	-1.139434283	-1.078809661	-1.386294361	-0.967584026	-1.609437912	-0.820980552
-0.597837001	-0.798507696	-0.867500568	-1.108662625	-0.314710745	-0.400477567	-0.713349888	-0.415515444	-0.653926467	-0.994252273	-0.415515444	-0.867500568	-0.544727175	-0.235722334	-0.733969175	-0.616186139	-0.579818495	-0.494296322	-0.755022584	-0.820980552	-0.494296322	-1.560647748	-0.510825624
-0.235722334	-0.616186139	-0.478035801	-0.579818495	-0.061875404	0.039220713	-0.301105093	-0.223143551	-0.248461359	-0.562118918	-0.198450939	-0.510825624	-0.527632742	-0.223143551	-0.634878272	-0.494296322	-0.446287103	-0.314710745	-0.371063681	-0.562118918	-0.400477567	-1.514127733	-0.693147181
-0.061875404	-0.616186139	-0.356674944	-0.84397007	0.058268908	0.173953307	-0.174353387	-0.274436846	-0.356674944	-0.287682072	-0.094310679	-0.84397007	-0.755022584	-0.342490309	-0.693147181	-0.693147181	-0.562118918	-0.356674944	-0.400477567	-0.693147181	-0.478035801	-1.46967597	-0.693147181
-0.314710745	-0.820980552	-0.544727175	-0.798507696	-0.15082289	-0.061875404	-0.356674944	-0.46203546	-0.653926467	-1.108662625	-0.274436846	-1.514127733	-0.916290732	-0.597837001	-0.94160854	-0.84397007	-0.616186139	-0.562118918	-0.544727175	-0.94160854	-0.916290732	-1.514127733	-0.867500568
-0.342490309	-0.820980552	-0.755022584	-1.46967597	-0.174353387	-0.15082289	-0.544727175	-0.579818495	-0.94160854	-0.967584026	-0.356674944	-1.560647748	-1.078809661	-0.798507696	-0.673344553	-0.94160854	-0.84397007	-0.693147181	-0.478035801	-1.021651248	-0.916290732	-1.560647748	-0.916290732
-0.356674944	-0.713349888	-0.713349888	-1.560647748	-0.139262067	-0.072570693	-0.478035801	-0.510825624	-0.867500568	-0.994252273	-0.186329578	-1.514127733	-0.755022584	-0.84397007	-0.579818495	-0.916290732	-0.820980552	-0.755022584	-0.616186139	-0.967584026	-0.84397007	-1.514127733	-0.84397007
-0.223143551	-0.653926467	-0.713349888	-1.514127733	-0.210721031	-0.040821995	-0.385662481	-0.544727175	-0.84397007	-1.139434283	-0.415515444	-1.609437912	-0.867500568	-0.820980552	-0.994252273	-0.891598119	-0.798507696	-0.733969175	-0.693147181	-0.46203546	-0.867500568	-1.514127733	-0.867500568
